x,y
-10.0,-947.7922077683861
-9.8,-1013.7668852153784
-9.600000000000001,-878.5042499161566
-9.400000000000002,-701.8750148680701
-9.200000000000003,-626.0819428728726
-9.000000000000004,-513.9502361806733
-8.800000000000004,-531.075942057137
-8.600000000000005,-493.3460802218838
-8.400000000000006,-421.40546413248705
-8.200000000000006,-370.56800104692155
-8.000000000000007,-387.0888149697262
-7.800000000000008,-267.47308672796265
-7.6000000000000085,-268.42380769051744
-7.400000000000009,-316.88774016102076
-7.20000000000001,-166.71566991107937
-7.000000000000011,-243.33296657463927
-6.800000000000011,-52.03757897586439
-6.600000000000012,-146.3815755650748
-6.400000000000013,20.06462220215012
-6.2000000000000135,-158.98340536248588
-6.000000000000014,-30.018211366523587
-5.800000000000015,-7.751432527154591
-5.600000000000016,41.043432561138154
-5.400000000000016,-109.86425644951319
-5.200000000000017,89.59700444137576
-5.000000000000018,-11.23897411614395
-4.8000000000000185,82.02542306009741
-4.600000000000019,4.741973761786685
-4.40000000000002,37.52861288067092
-4.200000000000021,-165.36145465199672
-4.000000000000021,-40.93216754603752
-3.800000000000022,-45.21708649618448
-3.6000000000000227,-20.280306504095492
-3.4000000000000234,29.70419655964421
-3.200000000000024,-129.0917743042183
-3.000000000000025,14.111869990516114
-2.8000000000000256,-30.485554709982143
-2.6000000000000263,32.133305601095174
-2.400000000000027,108.29790991094333
-2.2000000000000277,97.64343404211533
-2.0000000000000284,25.159177810499088
-1.8000000000000291,-28.052486098370363
-1.6000000000000298,71.62599565870525
-1.4000000000000306,82.44542228024063
-1.2000000000000313,24.960249882769684
-1.000000000000032,-142.94819491519303
-0.8000000000000327,87.43829019431959
-0.6000000000000334,-79.1909649625681
-0.4000000000000341,-73.69662414400783
-0.20000000000003482,38.92039544422867
-3.552713678800501e-14,43.50980257226038
0.19999999999996376,-79.26906196466632
0.39999999999996305,-12.166544728406064
0.5999999999999623,9.742716264192145
0.7999999999999616,50.90152994443679
0.9999999999999609,-15.40592543929979
1.1999999999999602,12.827405700814346
1.3999999999999595,-84.37642975236449
1.5999999999999588,80.3968098931629
1.799999999999958,-122.55096021710287
1.9999999999999574,125.36811050244216
2.1999999999999567,-95.87191527259853
2.399999999999956,80.11679551389736
2.5999999999999552,50.28258105010417
2.7999999999999545,-5.749215392557453
2.999999999999954,-65.81571137390694
3.199999999999953,29.200436527212304
3.3999999999999524,-1.394838473532677
3.5999999999999517,32.73032274385409
3.799999999999951,-66.59027865911821
3.9999999999999503,-27.389206321924416
4.1999999999999496,-42.15730931604975
4.399999999999949,-59.58183589204885
4.599999999999948,-43.12761435532174
4.799999999999947,-122.68188978256129
4.999999999999947,154.7055190763184
5.199999999999946,-36.548721601380116
5.399999999999945,49.47115605982023
5.599999999999945,36.47319619059817
5.799999999999944,106.02147467995368
5.999999999999943,265.19281961574615
6.1999999999999424,99.89909018511477
6.399999999999942,179.21212952716712
6.599999999999941,216.85477735870023
6.79999999999994,196.7543729608779
6.99999999999994,325.8972016163685
7.199999999999939,198.83215013375667
7.399999999999938,176.59710580344304
7.5999999999999375,214.97880316730914
7.799999999999937,221.09742454855962
7.999999999999936,358.0056120891335
8.199999999999935,297.8929284391826
8.399999999999935,442.3156699997936
8.599999999999934,373.2259557791845
8.799999999999933,454.71229581701255
8.999999999999932,594.2852158080337
9.199999999999932,619.8068009219116
9.399999999999931,695.5129366319187
9.59999999999993,751.6505276740636
9.79999999999993,887.1758631872374
