x,y
-5.0,-1.322714095883037
-4.8,-0.4775376872979933
-4.6,0.30506371255589654
-4.3999999999999995,1.5051362053454558
-4.199999999999999,1.6841540622318432
-3.999999999999999,2.6837815102806015
-3.799999999999999,3.059817228873332
-3.5999999999999988,3.0663519801687085
-3.3999999999999986,3.167772093198246
-3.1999999999999984,3.2489876262168917
-2.9999999999999982,2.5860339905173655
-2.799999999999998,2.7003526209477164
-2.599999999999998,2.19990616651622
-2.3999999999999977,1.9883727317089654
-2.1999999999999975,1.5668527067287747
-1.9999999999999973,0.9902806749285304
-1.7999999999999972,0.4916972775600246
-1.599999999999997,0.3533321837883926
-1.3999999999999968,-0.18117965592204985
-1.1999999999999966,-0.32268678177254906
-0.9999999999999964,-0.08333147828931392
-0.7999999999999963,-1.1042325573610032
-0.5999999999999961,-0.5241782035203238
-0.3999999999999959,-0.26649656489295637
-0.19999999999999574,-0.19032050135346454
4.440892098500626e-15,-0.17030087933167332
0.20000000000000462,0.47125841048068484
0.4000000000000048,0.3552986267075307
0.600000000000005,0.408732444199214
0.8000000000000052,0.6628011642104221
1.0000000000000053,0.15153843487431617
1.2000000000000055,0.32716642303476756
1.4000000000000057,0.11149214851070507
1.6000000000000059,0.039396401859468244
1.800000000000006,-0.46204716003115165
2.000000000000006,-0.9623694026377905
2.2000000000000064,-0.7700944569920296
2.4000000000000066,-1.8865141689283846
2.6000000000000068,-2.41400723061575
2.800000000000007,-2.6264587339485774
3.000000000000007,-3.204674433363402
3.2000000000000064,-3.2423429542829942
3.4000000000000075,-3.5199258925200203
3.6000000000000085,-3.455651028066843
3.800000000000008,-3.093095951265433
4.000000000000007,-2.590220613023183
4.200000000000008,-1.9423783638382146
4.400000000000009,-1.5507709813275319
4.6000000000000085,-0.7543961481779627
4.800000000000008,0.21051245326839366
